TRACE_SEQUENCE_LINE,TRACE_SEQUENCE_FILE,FieldRecord,TraceNumber,EnergySourcePoint,CDP,CDP_TRACE,TraceIdentificationCode,NSummedTraces,NStackedTraces,DataUse,offset,ReceiverGroupElevation,SourceSurfaceElevation,SourceDepth,ReceiverDatumElevation,SourceDatumElevation,SourceWaterDepth,GroupWaterDepth,ElevationScalar,SourceGroupScalar,SourceX,SourceY,GroupX,GroupY,CoordinateUnits,WeatheringVelocity,SubWeatheringVelocity,SourceUpholeTime,GroupUpholeTime,SourceStaticCorrection,GroupStaticCorrection,TotalStaticApplied,LagTimeA,LagTimeB,DelayRecordingTime,MuteTimeStart,MuteTimeEND,TRACE_SAMPLE_COUNT,TRACE_SAMPLE_INTERVAL,GainType,InstrumentGainConstant,InstrumentInitialGain,Correlated,SweepFrequencyStart,SweepFrequencyEnd,SweepLength,SweepType,SweepTraceTaperLengthStart,SweepTraceTaperLengthEnd,TaperType,AliasFilterFrequency,AliasFilterSlope,NotchFilterFrequency,NotchFilterSlope,LowCutFrequency,HighCutFrequency,LowCutSlope,HighCutSlope,YearDataRecorded,DayOfYear,HourOfDay,MinuteOfHour,SecondOfMinute,TimeBaseCode,TraceWeightingFactor,GeophoneGroupNumberRoll1,GeophoneGroupNumberFirstTraceOrigField,GeophoneGroupNumberLastTraceOrigField,GapSize,OverTravel,CDP_X,CDP_Y,INLINE_3D,CROSSLINE_3D,ShotPoint,ShotPointScalar,TraceValueMeasurementUnit,TransductionConstantMantissa,TransductionConstantPower,TransductionUnit,TraceIdentifier,ScalarTraceHeader,SourceType,SourceEnergyDirectionMantissa,SourceEnergyDirectionExponent,SourceMeasurementMantissa,SourceMeasurementExponent,SourceMeasurementUnit,UnassignedInt1,UnassignedInt2,i,j
60,60,1700,2008,1700,1359,1359,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2250564,68759,2250564,68759,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,68759,1700,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
61,61,1700,2009,1700,1360,1360,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250564,68869,2250564,68869,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,68869,1700,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
62,62,1700,1959,1700,1361,1361,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250564,68979,2250564,68979,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,68979,1700,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
63,63,1700,1960,1700,1362,1362,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250564,69089,2250564,69089,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,69089,1700,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
64,64,1700,1954,1700,1363,1363,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250564,69199,2250564,69199,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,69199,1700,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
65,65,1700,1955,1700,1364,1364,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250564,69309,2250564,69309,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250564,69309,1700,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
66,66,1700,1955,1700,1365,1365,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69419,2250565,69419,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69419,1700,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
67,67,1700,1,1700,1366,1366,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69529,2250565,69529,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69529,1700,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
68,68,1700,1,1700,1367,1367,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69639,2250565,69639,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69639,1700,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
69,69,1700,93,1700,1368,1368,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69749,2250565,69749,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69749,1700,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
70,70,1700,94,1700,1369,1369,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69859,2250565,69859,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69859,1700,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
71,71,1700,94,1700,1370,1370,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250565,69969,2250565,69969,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,69969,1700,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
72,72,1700,5,1700,1371,1371,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2250565,70079,2250565,70079,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,70079,1700,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
73,73,1700,7523,1700,1372,1372,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250565,70189,2250565,70189,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250565,70189,1700,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
74,74,1700,7523,1700,1373,1373,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70299,2250566,70299,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70299,1700,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
75,75,1700,7524,1700,1374,1374,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70409,2250566,70409,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70409,1700,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
76,76,1700,4,1700,1375,1375,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70519,2250566,70519,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70519,1700,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
77,77,1700,4,1700,1376,1376,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70629,2250566,70629,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70629,1700,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
78,78,1700,5,1700,1377,1377,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70739,2250566,70739,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70739,1700,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
79,79,1700,1828,1700,1378,1378,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70849,2250566,70849,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70849,1700,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
80,80,1700,1817,1700,1379,1379,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2250566,70959,2250566,70959,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,70959,1700,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
81,81,1700,1817,1700,1380,1380,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2250566,71069,2250566,71069,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250566,71069,1700,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
82,82,1700,1819,1700,1381,1381,1,35,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71179,2250567,71179,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71179,1700,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
83,83,1700,1819,1700,1382,1382,1,35,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71289,2250567,71289,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71289,1700,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
84,84,1700,100,1700,1383,1383,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71399,2250567,71399,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71399,1700,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
85,85,1700,100,1700,1384,1384,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71509,2250567,71509,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71509,1700,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
86,86,1700,1947,1700,1385,1385,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71619,2250567,71619,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71619,1700,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
87,87,1700,93,1700,1386,1386,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71729,2250567,71729,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71729,1700,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
88,88,1700,94,1700,1387,1387,1,36,0,0,0,0,0,0,0,0,0,0,1,1,2250567,71839,2250567,71839,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250567,71839,1700,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
89,89,1700,1,1700,1388,1388,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2250568,71949,2250568,71949,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,71949,1700,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
90,90,1700,1,1700,1389,1389,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72059,2250568,72059,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72059,1700,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
91,91,1700,1930,1700,1390,1390,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72169,2250568,72169,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72169,1700,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
92,92,1700,1930,1700,1391,1391,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72279,2250568,72279,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72279,1700,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
93,93,1700,80,1700,1392,1392,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72389,2250568,72389,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72389,1700,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
94,94,1700,80,1700,1393,1393,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72499,2250568,72499,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72499,1700,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
95,95,1700,80,1700,1394,1394,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72609,2250568,72609,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72609,1700,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
96,96,1700,3510,1700,1395,1395,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2250568,72719,2250568,72719,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250568,72719,1700,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
97,97,1700,3511,1700,1396,1396,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2250569,72829,2250569,72829,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250569,72829,1700,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
98,98,1700,3512,1700,1397,1397,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2250569,72939,2250569,72939,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250569,72939,1700,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
99,99,1700,3513,1700,1398,1398,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250569,73049,2250569,73049,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250569,73049,1700,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
100,100,1700,3514,1700,1399,1399,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250569,73159,2250569,73159,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250569,73159,1700,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
101,101,1700,3514,1700,1400,1400,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250569,73269,2250569,73269,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250569,73269,1700,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1,102,1701,1937,1701,1300,1300,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250446,62269,2250446,62269,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250446,62269,1701,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,103,1701,1937,1701,1301,1301,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250446,62379,2250446,62379,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250446,62379,1701,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,104,1701,1939,1701,1302,1302,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250446,62489,2250446,62489,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250446,62489,1701,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,105,1701,1939,1701,1303,1303,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2250447,62599,2250447,62599,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,62599,1701,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
5,106,1701,1940,1701,1304,1304,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2250447,62709,2250447,62709,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,62709,1701,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
6,107,1701,1852,1701,1305,1305,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2250447,62819,2250447,62819,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,62819,1701,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
7,108,1701,5,1701,1306,1306,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2250447,62929,2250447,62929,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,62929,1701,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
8,109,1701,6329,1701,1307,1307,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2250447,63039,2250447,63039,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,63039,1701,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
9,110,1701,3428,1701,1308,1308,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250447,63149,2250447,63149,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,63149,1701,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
10,111,1701,3428,1701,1309,1309,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2250447,63259,2250447,63259,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,63259,1701,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
11,112,1701,3429,1701,1310,1310,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250447,63369,2250447,63369,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250447,63369,1701,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
12,113,1701,3430,1701,1311,1311,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250448,63479,2250448,63479,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,63479,1701,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
13,114,1701,3431,1701,1312,1312,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2250448,63589,2250448,63589,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,63589,1701,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
14,115,1701,6335,1701,1313,1313,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250448,63699,2250448,63699,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,63699,1701,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
15,116,1701,6335,1701,1314,1314,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250448,63809,2250448,63809,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,63809,1701,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
16,117,1701,94,1701,1315,1315,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250448,63919,2250448,63919,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,63919,1701,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
17,118,1701,1,1701,1316,1316,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250448,64029,2250448,64029,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,64029,1701,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
18,119,1701,94,1701,1317,1317,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250448,64139,2250448,64139,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,64139,1701,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
19,120,1701,1350,1701,1318,1318,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2250448,64249,2250448,64249,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250448,64249,1701,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
20,121,1701,1351,1701,1319,1319,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250449,64359,2250449,64359,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250449,64359,1701,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
21,122,1701,1351,1701,1320,1320,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2250449,64469,2250449,64469,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250449,64469,1701,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
22,123,1701,1866,1701,1321,1321,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2250449,64579,2250449,64579,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250449,64579,1701,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
